"","method","TP","TN","FP","FN","f1","matthews","class-wise","auc","observed_over_baseline","best_model"
"1","KNN.bc","4","0","1","0","0.888888888888889","NaN",NA,NA,NA,"k: 9"
"2","KNN.bc","4","0","1","0","0.888888888888889","NaN",NA,NA,NA,"k: 1"
"3","KNN.bc","3","1","1","1","0.75","-0.25",NA,NA,NA,"k: 3"
"4","KNN.bc","3","1","0","1","0.857142857142857","0.612372435695795",NA,NA,NA,"k: 1"
"5","KNN.bc","3","1","0","1","0.857142857142857","0.612372435695795",NA,NA,NA,"k: 1"
"6","KNN.bc","4","0","1","0","0.888888888888889","NaN",NA,NA,NA,"k: 2"
"7","KNN.bc","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"8","KNN.l2","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"9","KNN.l2","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"10","KNN.l2","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"11","KNN.l2","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"12","KNN.l2","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"13","KNN.l2","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"14","KNN.l2","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"15","KNN.pc.uni.10","4","0","0","0","1","1",NA,NA,NA,"k: 2"
"16","KNN.pc.uni.10","4","0","1","0","0.888888888888889","NaN",NA,NA,NA,"k: 1"
"17","KNN.pc.uni.10","4","0","1","0","0.888888888888889","NaN",NA,NA,NA,"k: 3"
"18","KNN.pc.uni.10","4","0","0","0","1","1",NA,NA,NA,"k: 2"
"19","KNN.pc.uni.10","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"20","KNN.pc.uni.10","3","1","1","1","0.75","-0.25",NA,NA,NA,"k: 1"
"21","KNN.pc.uni.10","4","0","0","0","1","1",NA,NA,NA,"k: 3"
"22","KNN.pc.uni.12","4","0","0","0","1","1",NA,NA,NA,"k: 2"
"23","KNN.pc.uni.12","4","0","1","0","0.888888888888889","NaN",NA,NA,NA,"k: 1"
"24","KNN.pc.uni.12","4","0","0","0","1","1",NA,NA,NA,"k: 3"
"25","KNN.pc.uni.12","4","0","0","0","1","1",NA,NA,NA,"k: 2"
"26","KNN.pc.uni.12","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"27","KNN.pc.uni.12","3","1","1","1","0.75","-0.25",NA,NA,NA,"k: 1"
"28","KNN.pc.uni.12","4","0","0","0","1","1",NA,NA,NA,"k: 3"
"29","KNN.pc.uni.14","4","0","0","0","1","1",NA,NA,NA,"k: 2"
"30","KNN.pc.uni.14","4","0","1","0","0.888888888888889","NaN",NA,NA,NA,"k: 1"
"31","KNN.pc.uni.14","4","0","1","0","0.888888888888889","NaN",NA,NA,NA,"k: 3"
"32","KNN.pc.uni.14","4","0","0","0","1","1",NA,NA,NA,"k: 2"
"33","KNN.pc.uni.14","4","0","0","0","1","1",NA,NA,NA,"k: 1"
"34","KNN.pc.uni.14","3","1","1","1","0.75","-0.25",NA,NA,NA,"k: 1"
"35","KNN.pc.uni.14","4","0","0","0","1","1",NA,NA,NA,"k: 3"
"36","KNN.pc.uni.16","4","0","0","0","1","1",NA,NA,NA,"k: 2"
"37","KNN.pc.uni.16","4","0","0","0","1","1",NA,NA,NA,"k: 1"
