#Constructed from biom file
"51.1"	"30.1"	"26.1"	"43.1"	"39.1"	"7.1"	"21.1"	"52.1"	"14.1"	"40.1"	"47.1"	"35.1"	"11.1"	"28.1"	"33.1"	"44.1"	"34.1"	"29.1"	"57.1"	"37.1"	"50.1"	"24.1"	"46.1"	"23.1"	"38.1"	"55.1"	"41.1"	"27.1"
"3980515"	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"304309"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1800048"	0	4	0	1	21	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"357765"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"177792"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"72420"	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"185568"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"921726"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"182674"	4	19	1089	10	18	0	56	0	0	50	0	4	0	6	1	6	19	3	1	2	5	81	1	1	0	0	0	0
"177224"	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"186238"	4	2	3	1	10	0	0	3	3	0	6	17	0	2	0	0	9	0	0	0	0	7	0	0	1	3	4	0
"196270"	34	7	29	10	0	0	9	17	75	80	12	3	0	8	0	0	167	0	31	0	0	398	4	10	5	0	70	2
"3571769"	91	0	0	9	0	0	9	215	44	39	1	4	81	29	7	19	3	15	24	10	0	6	14	0	60	28	2	0
"228432"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
"180563"	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"92874"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"179677"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"301062"	0	0	0	0	1	0	0	0	14	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1
"4359056"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"181161"	1	0	5	1	0	0	0	0	0	4	1	3	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0
"178664"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"181167"	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
"4450214"	7	1	0	1	0	0	2	0	0	0	0	0	0	0	107	5	0	4	8	4	0	0	0	0	0	0	0	0
"4210142"	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0
"572237"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0
"184534"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0
"529467"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"192774"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4357713"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"4343580"	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
