# Constructed from biom file
#OTU ID	EM035.441593	EM056.T3.441716	EM044.441601	EM110.441723	EM091.441686	EM139.441611	EM076.441622	EM084.441599	EM089.441742	EM053.441738	EM071.441747	EM049.441600	EM054.441707	EM042.441674	EM173.441754	EM167.441702	EM132.441696	EM063.T3.441695	EM117.441609	EM105.441629	EM055.441603	EM116.441657	EM072.T3.441632	EM031.441732	EM131.441591	EM147.441617	EM133.441663	EM150.441648	EM032.441683	EM142.441711	EM054.T3.441749	EM114.441710	EM083.T3.441744	EM158.441731	EM064.441592	EM100.441714	EM109.441669	EMC06.441610	EM088.441638	EM134.441735	EM101.441623	EM124.441697	EM140.441608	EM058.441637	EM070.441682	EM100.T3.441627	EM060.T3.441729	EM046.441741	EM059.441715	EM052.441625	EM103.441691	EM178.441705	EM222.441725	EM056.441606	EM160.441703	EM108.441694	EM057.T3.441589	EM092.441616	EM086.T3.441746	EM086.441698	EM038.441649	EM039.441743	EM159.441719	EM074.441596	EM037.441737	EM067.441615	EMC01.441661	EM049.T3.441671	EM122.441699	EM083.441666	EM047.T3.441645	EM152.441730	EM060.441677	EM162.441728	EM061.441673	EM118.441693	EM155.441678	EM146.441718	EM098.T3.441740	EM093.441602	EMC04.441704	EM170.441651	EM093.T3.441670	EM179.441612	EM137.441680	EM036.441587	EM040.441709	EM090.441664	EMC09.441635	EM123.441687	EM141.441684	EM149.441655	EM112.441630	EMC05.441628	EMC08.441752	EM043.441739	EM102.441633	EM113.441619	EM095.441717	EMC02.441750	EM050.441672	EM125.441659	EM072.441643	EM209.441665	EM180.441692	EM096.441706	EM098.441733	EM055.T3.441626	EM095.T3.441590	EM090.T3.441662	EM169.441653	EM166.441748	EM163.441642	EM057.441605	EM094.T3.441588	EM089.T3.441624	EM077.T3.441639	EM165.441597	EM168.441668	EM053.T3.441688	EM047.441722	EM174.441652	EM182.441681	EM063.441621	EM085.441675	EM136.441650	EM138.441753	EM126.441679	EM071.T3.441734	EM069.441700	EM082.T3.441751	EM111.441634	EM073.T3.441721	EM135.441660	EM065.T3.441614	EM094.441640	EM183.441654	EM145.441690	EM144.441736	EM080.441727	EM151.441595	EM148.441631	EM034.441676	EM033.441685	EM156.441613	EM081.441618	EM066.441656	EM073.441594	EM129.441689	EM130.441701	EM082.441607	EM062.441720	EM078.441658	EM107.441620	EM066.T3.441647	EM087.441726	EMC03.441713	EM077.441646	EM068.441712	EM075.441644	EM065.441667	EM115.441641	EM079.441724	EMC07.441636	EM059.T3.441604	EM099.441708	EM106.441745	EM161.441598
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	0.0	2.64151940196e-05	0.0	0.0	7.71604938272e-05	0.0	0.0	0.0	4.54752160073e-05	0.0001013838901	0.0	5.31462585034e-05	0.000150338261087	0.0	0.000707130229817	0.0	0.0	0.0	0.0	0.0	0.0	0.000249169435216	0.0	5.69054799977e-05	0.0	0.000138975748732	0.000135263086704	0.000343952878456	0.000643190223509	0.000115320302139	0.0	0.0	7.92958528269e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00124951941561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.44080896561e-05	0.000209336403601	7.99232736573e-05	0.0	5.65802874279e-05	6.58414537793e-05	0.000125046892585	0.000114070609707	0.000153515505066	0.0	0.000168539325843	6.10910868104e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.17260542661e-05	0.0	0.00218230653013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14387769681e-05	0.0	6.37226789014e-05	0.0	0.0	0.0	0.0	0.000194024058983	0.000161264312208	0.0	0.0	0.0	0.0	0.0	0.000174307129162	0.0	0.0	0.0	0.0	0.0	0.000139495954617	0.0	9.64320154291e-05	0.0	6.52188091045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000113105112351	0.0	6.4716541548e-05	7.62369444233e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027045300879	0.0	0.0	0.0	0.0	0.00012133713523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025826446281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51446887274e-05	0.0	0.0	0.0	7.05865744335e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	7.09823963657e-05	7.25900116144e-05	0.0	0.0	5.96694313503e-05	7.71604938272e-05	0.0	5.51328702172e-05	0.0	4.54752160073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000272138464051	8.74737578726e-05	0.0	0.0	0.0	0.0	0.000128485159964	0.000284527399989	0.0	0.0	0.0	4.2994109807e-05	0.0	0.0	0.0	0.0	0.0	6.11583389395e-05	0.0	0.0	0.0	5.54846584919e-05	0.0	0.0	0.000195988763311	0.00023124951823	0.0	8.00576415019e-05	7.06913615156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49182030641e-05	0.0	0.000329207268896	0.000125046892585	0.0	0.0	0.0	0.0	0.0	0.000307156752329	8.09192425959e-05	0.0	0.0	0.0	0.0	0.000189393939394	0.0	0.0	0.0	0.000149880095923	0.0	4.0107488068e-05	8.39348665436e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.60763843003e-05	0.0	0.0	0.0	0.0	0.000229025116421	0.0	7.7579519007e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35767822904e-05	0.0	0.0	0.0	0.0	0.000133431182867	4.64986515391e-05	0.000153057319966	0.0	0.0	6.52188091045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7701704117e-05	0.000403434960521	0.0	0.0	0.0	8.87468938587e-05	0.000138398726732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000209872397582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000451446887274	8.51063829787e-05	0.0	0.0	0.000141173148867	6.98372791396e-05	7.69171602184e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88424343069e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1499592502e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.38135296179e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.000141964792731	0.0	0.0	7.35672772751e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96765530823e-05	3.86353977514e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11583389395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08717221828e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.60763843003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000180880889934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.00298126064736	0.0	0.000422643104314	0.00713602589568	0.00733934005609	0.00277777777778	0.00692014617837	0.00121292314478	0.0072884637285	0.0262846748522	0.0017235261317	0.0011287743392	0.000531462585034	0.00390879478827	0.010413379615	0.00707130229817	0.000312044934471	0.00152397539868	0.0	0.00277098614507	0.00346124007877	0.000231812386509	0.00166112956811	0.000385455479892	0.000910487679964	0.0	0.00132026961295	0.0019613147572	0.0589019304355	0.0307927319505	0.000230640604278	0.000219058050383	0.000537489922064	0.00340972167156	0.0	0.00390507659958	0.000348583877996	0.00545265708845	0.00110969316984	0.00133700353913	0.040369088812	0.0	0.00254374470053	0.000697188008366	0.000920662877272	0.00233281493002	0.0	0.00124076476228	0.000770507349455	0.0	0.0	0.0016049124276	0.00087915601023	0.0	5.65802874279e-05	0.00263365815117	0.000125046892585	0.00273769463298	0.0134326066933	0.00255138199858	0.0102808988764	0.00928584519519	0.00860038906522	0.0079300857744	0.00330231161813	0.00189717321191	0.00427058421592	0.000149655791679	0.000126262626263	0.00128160316906	0.0	0.00109170305677	0.00089928057554	0.00286041189931	0.000721934785224	0.0312237703542	0.0143274853801	0.00718099797459	0.00446975704708	0.00131815984885	0.0104433743981	0.000865586744157	0.0	0.00238464951198	0.00124636476942	0.000442561800594	0.00713624950443	0.0139747552808	0.00378625517931	0.00772666908125	0.000700949467916	0.00396976868463	0.00619538280944	0.011404189294	0.00540899601442	0.000388048117967	0.0020158039026	0.00829076291768	0.0	0.0132619229788	0.000651890482399	0.00433745391455	0.000915112428098	0.000361454492879	0.00709962756052	0.01296111665	0.0	0.00200146774301	4.64986515391e-05	0.00857120991811	0.00125361620058	0.000490918016691	0.000521750472836	0.00023282887078	0.000494874513963	0.00289580664922	0.0011302627861	0.000658947566601	0.0486593843098	0.00778260587587	0.0	0.000920084121977	0.00539134368873	0.000864503486831	0.00135904737251	0.00487916444309	0.0765858459336	0.00239616613419	0.00422116116532	0.000112460638776	0.0	0.000786843968841	0.000878348704436	0.000946585530764	0.000846023688663	0.0	0.00138576130262	0.000488424343069	0.00218406843414	0.0014245014245	0.00171836845437	0.000272022487192	0.00612418485965	0.000769604666235	0.00285605483625	0.00486903962391	0.00503760465446	0.000488489955425	0.00051652892562	0.000561009817672	0.0	0.000470826844374	0.00848563968668	0.00309917355372	0.00348280365694	0.0	0.000292768615204	0.00291545189504	0.00316012821092	0.00757446808511	0.0	0.00125459270544	0.0216700783511	0.00586633144773	0.000384585801092	0.00392344497608	0.000482113585961	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.000141964792731	0.000290360046458	2.64151940196e-05	0.000220701831825	5.96694313503e-05	0.0	0.0	5.51328702172e-05	0.0	0.0	0.0002027677802	0.000376258113066	0.0	0.0	0.000105185652677	0.0	0.000104014978157	5.44276928101e-05	8.74737578726e-05	0.000162999185004	0.0	0.0	0.0	6.4242579982e-05	0.0	0.0	0.0	0.0	0.000257964658842	0.000482392667631	5.76601510696e-05	0.0	0.0	0.000872254381096	0.000611583389395	0.000120156203064	8.71459694989e-05	0.0	0.000110969316984	0.0	0.0	0.0	0.0	0.000116198001394	4.00288207509e-05	0.000141382723031	0.000139752637831	5.63983982855e-05	0.0	5.37316640696e-05	0.0	0.0	0.0	6.49182030641e-05	5.65802874279e-05	0.000131682907559	0.000500187570339	0.000114070609707	0.0	0.0	0.000337078651685	6.10910868104e-05	0.0	0.000647353940767	0.000150105073551	9.48586605957e-05	8.54116843184e-05	0.0	0.00170454545455	0.0	0.000123160293121	0.0	0.0	0.000163452108532	0.000160429952272	0.000335739466174	5.84795321637e-05	0.0	7.2092855598e-05	0.0	0.00018760552811	0.0	0.0	0.00011091393079	0.0	0.0	6.60763843003e-05	0.000193199381762	0.000214316330904	6.03646021973e-05	0.0	0.000305366821895	0.000326072779444	0.000232738557021	0.0	0.000679084206442	0.000645057248831	0.0	0.0	0.0	0.0	7.22908985759e-05	8.71535645808e-05	7.22908985759e-05	0.0	0.0	0.000149153553583	0.0	9.29973030782e-05	0.0	9.64320154291e-05	0.000122729504173	0.000130437618209	0.00069848661234	0.0	5.5688589408e-05	5.65131393049e-05	0.0	0.000141864094198	0.0	0.0	0.00021906764809	0.000113105112351	0.0	0.0	7.62369444233e-05	0.000178938892368	0.0	0.0	0.0	5.70515746235e-05	0.00039342198442	0.0	0.000135226504395	0.0	0.0	0.0	0.000146527302921	0.00012133713523	7.49737591843e-05	0.000180880889934	0.0	0.0	0.0	0.00019040365575	0.000335795836132	0.0	6.10612444282e-05	0.00025826446281	0.000187003272557	0.0	3.62174495672e-05	0.000296700688346	0.00034435261708	7.25584095197e-05	0.0	9.75895384015e-05	0.0	9.02893774547e-05	0.0	0.0	0.000179227529349	0.000141173148867	0.0	0.000153834320437	9.56937799043e-05	9.64227171922e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.513646922184	0.222627255197	0.342970646656	0.0	0.0	0.0	0.0	0.146110921307	0.0	0.130835910174	0.0	0.0	0.0	0.0176711896497	0.0238067177372	0.0	0.0	0.0	0.0	0.0	0.000579530966271	0.11096345515	0.0	0.0	0.0	0.0	0.0	4.2994109807e-05	0.0	0.0	0.0	0.000268744961032	7.92958528269e-05	0.0403033453611	0.0	0.0960348583878	0.0	0.251678410919	0.284860401101	0.117647058824	0.0	0.0	0.0	0.0	0.0	0.0	0.584400203034	0.0	0.271828488528	0.0	0.184006698765	0.000239769820972	0.337769410543	0.0093357474256	0.0	0.0	0.366052586551	0.142999692969	0.0887313961729	0.19191011236	0.000610910868104	0.0408518480598	0.188379996763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3977158213e-05	0.00224820143885	0.0688133376921	0.0	0.0	0.0	0.00257779414472	0.000144185711196	0.0764093325717	0.000562816584329	0.0118709039199	0.250947634424	0.0	0.0326547569589	0.0	0.157724329325	6.43997939207e-05	0.000285755107873	6.03646021973e-05	0.0	0.0	0.0	0.0	0.131903587018	0.0409390764455	0.0	0.0	0.103596559812	0.0	0.0	0.0	0.119400383476	0.0	0.0	0.0	0.0	0.0	0.342695061843	0.0	0.0	0.0444280805106	0.0	0.0	0.0	0.0377011750292	0.193444475841	0.0	0.0293658674989	0.0	8.54408749146e-05	0.000131440588854	0.0	0.0	0.0	0.0	0.0100205779726	0.000177493787717	0.0	0.0	0.0	0.0	0.0	0.0	0.00126903553299	0.0	8.66100814135e-05	0.0	0.276163319784	0.0	0.139006963914	4.53370811987e-05	0.0	4.05055087492e-05	0.0662604722011	0.0356363331095	0.521001844757	0.0	0.0285382231405	0.107713884993	0.0	0.353916917171	0.0	0.0201446280992	0.426208097519	8.12215724496e-05	0.348297062555	0.360309641098	0.0	0.0	0.0	0.0	0.0115056116327	0.000139674558279	0.000538420121529	0.0	0.529842830971	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000964785335263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7701704117e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.231615559341	0.0781794425087	0.12150989249	0.234753181785	0.292201205323	0.324459876543	0.545214213514	0.301301135737	0.360665072315	0.471032287403	0.144674811173	0.251340419528	0.479591836735	0.205362064645	0.498369622384	0.251502651738	0.616704805492	0.271430904044	0.421186144157	0.229584352078	0.152055857254	0.226480701619	0.0607973421927	0.410124630605	0.476014340181	0.69122002484	0.418664443055	0.436358717706	0.173051291973	0.301254220936	0.38868707836	0.646276013143	0.629199140016	0.315993973515	0.246039997554	0.0690297386603	0.215424836601	0.197247706422	0.444709537813	0.196146283917	0.185505574779	0.186711961848	0.561627996608	0.340053451081	0.25158113842	0.0824968188887	0.218503249249	0.0265072471942	0.318338074917	0.157917360701	0.316308128301	0.157630311911	0.265105498721	0.201635938717	0.277978952133	0.103634448249	0.0145054395398	0.0354189243142	0.180841264968	0.276328844791	0.151404494382	0.46581953693	0.211221460018	0.0754167340994	0.365655959171	0.491462720546	0.186026648446	0.291479596927	0.434090909091	0.609810089712	0.00252478600899	0.428619415519	0.3989058753	0.219516181759	0.401516063049	0.0914890045325	0.365380116959	0.244706315596	0.310936486194	0.293729952986	0.356137827528	0.425374057129	0.312368384108	0.672027506655	0.278437889489	0.350572169185	0.411391568653	0.395221535291	0.150664380626	0.153084631172	0.567832791691	0.277425757691	0.207447502283	0.125833979829	0.113778705637	0.241656965464	0.381873891308	0.240348379533	0.0746677091478	0.310762560571	0.447196870926	0.317212462951	0.0737319156353	0.614472637895	0.209962756052	0.401595214357	0.340293832501	0.128360797918	0.0898353947736	0.394352184893	0.42131147541	0.375184094256	0.236548620622	0.341482343811	0.348603746907	0.290972879657	0.129754167844	0.415419373058	0.253227408143	0.68590699786	0.322966507177	0.651901507185	0.636329362087	0.206501066221	0.109306238675	0.379812457117	0.276371119263	0.587326943557	0.490900283717	0.549707602339	0.621576905523	0.397041466677	0.457766066462	0.460851926978	0.392131979695	0.316757392967	0.268837692707	0.344583374035	0.120851786689	0.339931024142	0.26092068373	0.375436369407	0.459200453643	0.426320479585	0.234482102056	0.0898253861652	0.091812118632	0.53709470599	0.264204545455	0.432632071061	0.714428607152	0.152910072073	0.18585331118	0.0129993112948	0.0911333623567	0.246994801819	0.0677271396506	0.159746657284	0.451717755406	0.122127659574	0.396557755545	0.396182453625	0.239782593351	0.173336126824	0.378278593954	0.405358851675	0.0627711888921	0.0
